date,predicted_close_usd
2025-08-06 00:00:00+00:00,98773.98
2025-08-07 00:00:00+00:00,100584.27
2025-08-08 00:00:00+00:00,101208.96
2025-08-09 00:00:00+00:00,101199.22
2025-08-10 00:00:00+00:00,101256.95
2025-08-11 00:00:00+00:00,101296.37
2025-08-12 00:00:00+00:00,101325.51
